10%_constrained,20%_constrained,30%_constrained,50%_constrained,10%_or_+/-_2hr24min,20%_or_+/-_2hr24min,30%_or_+/-_2hr24min,50%_or_+/-_2hr24min,Year,Expt/Location,Aerated/Flowthrough/Neither,Temp,Container/Individual_#,Pred,PredSource,PredSize,Prey,PreySource,PreySize,Risellopsis_varia height,Drilled?,Prey_post-consumption_Weight,with_operculum_or_radula?,operc_weight,est._%_consumed,leftover_tissue_weight_(dried),Comment,Start_1st,Start_2nd,Exact_Start,End_1st,End_2nd,Exact_End,Min_(days),Max_(days),Midpoint_(days),Min_(hours),Max_(hours),Midpoint_(hours),Contraint_Percentage_([max-min]/mid,Start_+_End_Windows,Window,Inverse Window (for Weighting),Both_Start_and_End_within_+/-2hr24min__window
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.5,c10-1,Haustrum haustorium,Check datasheets,35.9,Patelloida corticata,?Lighthouse Reef,11.7,,no,0.098,NO,,98,0.001,,6/30/2005 15:52,7/1/2005 8:52,,7/1/2005 8:52,7/1/2005 18:37,,0.00,1.11,0.56,0.00,26.75,13.37,2.00,26:45:00,1.11,0.89,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.0,c20-1,Haustrum haustorium,Check datasheets,21.4,Patelloida corticata,?Lighthouse Reef,7.5,,no,0.028,NO,,100,0.000,,7/1/2005 8:52,7/1/2005 18:37,,7/1/2005 8:52,7/1/2005 18:37,,0.00,0.41,0.20,0.00,9.75,4.88,2.00,19:30:00,0.81,1.22,0
0,0,1,1,0,0,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c16-1,Haustrum haustorium,Check datasheets,25.8,Haustrum scobina,Tauranga Head,13.6,,no,0.388,NO,,95,,,6/29/2005 13:06,6/29/2005 14:08,,7/1/2005 9:07,7/1/2005 18:23,,1.79,2.22,2.01,42.98,53.28,48.13,0.21,10:18:00,0.43,2.28,0
0,0,1,1,0,0,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c4-1,Haustrum haustorium,Check datasheets,22.1,Haustrum scobina,Tauranga Head,13.2,,no,0.273,YES,,100,0.000,,6/29/2005 18:51,6/29/2005 19:48,,7/1/2005 9:07,7/1/2005 18:28,,1.55,1.98,1.77,37.32,47.62,42.47,0.24,10:18:00,0.43,2.28,0
0,0,1,1,0,0,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c1-1,Haustrum haustorium,Check datasheets,33.9,Haustrum scobina,Tauranga Head,14.2,,no,0.339,YES,,100,0.000,,6/29/2005 21:38,6/29/2005 23:13,,7/1/2005 9:07,7/1/2005 18:28,,1.41,1.87,1.64,33.90,44.83,39.37,0.28,10:56:00,0.46,2.15,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c12-1,Haustrum haustorium,Check datasheets,44.3,Haustrum scobina,Tauranga Head,14.9,,no,0.625,YES,,100,0.000,,6/29/2005 23:13,6/30/2005 8:39,,7/1/2005 9:07,7/1/2005 18:28,,1.02,1.80,1.41,24.47,43.25,33.86,0.55,18:47:00,0.78,1.26,0
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c20-1,Haustrum haustorium,Check datasheets,23.1,Haustrum scobina,Tauranga Head,8.6,,no,0.060,YES,,90,,,6/30/2005 14:25,6/30/2005 15:48,,7/1/2005 9:07,7/1/2005 18:28,,0.72,1.17,0.95,17.32,28.05,22.68,0.47,10:44:00,0.45,2.19,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c17-1,Haustrum haustorium,Check datasheets,22.0,Siphonaria australis,EPFS & ?Lighthouse Reef,7.6,,no,0.022,NO,,100,0.000,,6/30/2005 15:48,7/1/2005 9:07,,7/1/2005 9:07,7/1/2005 18:28,,0.00,1.11,0.56,0.00,26.67,13.33,2.00,26:40:00,1.11,0.89,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c20-1,Haustrum haustorium,Check datasheets,23.1,Haustrum scobina,Tauranga Head,9.4,,no,0.090,YES,,100,0.000,,7/1/2005 9:07,7/1/2005 18:28,,7/1/2005 18:28,7/1/2005 23:02,,0.00,0.58,0.29,0.00,13.92,6.96,2.00,13:55:00,0.58,1.70,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.5,c15-1,Haustrum haustorium,Check datasheets,35.9,Haustrum scobina,Tauranga Head,16.4,,no,0.723,YES,,95,,some digestive not eaten,6/30/2005 15:52,7/1/2005 8:52,,7/1/2005 18:37,7/1/2005 23:08,,0.41,1.30,0.85,9.75,31.27,20.51,1.05,21:31:00,0.90,1.10,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.0,c8-1,Haustrum haustorium,Check datasheets,24.0,Siphonaria australis,EPFS & ?Lighthouse Reef,11.1,,no,0.094,NO,,99,0.001,,7/1/2005 8:52,7/1/2005 18:37,,7/1/2005 18:37,7/1/2005 23:08,,0.00,0.59,0.30,0.00,14.27,7.13,2.00,14:16:00,0.59,1.65,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c22-1,Haustrum haustorium,Check datasheets,28.4,Haustrum scobina,Tauranga Head,13.9,,no,0.376,YES,,100,0.000,,6/30/2005 3:48,7/1/2005 9:07,,7/1/2005 23:02,7/2/2005 8:23,,0.58,2.19,1.39,13.92,52.58,33.25,1.16,38:40:00,1.61,0.62,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c14-1,Haustrum haustorium,Check datasheets,26.4,Siphonaria australis,EPFS & ?Lighthouse Reef,6.7,,no,0.020,NO,,100,0.000,,6/30/2005 15:48,7/1/2005 9:07,,7/1/2005 23:02,7/2/2005 8:23,,0.58,1.69,1.14,13.92,40.58,27.25,0.98,26:40:00,1.11,0.89,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c5-1,Haustrum haustorium,Check datasheets,42.9,Haustrum scobina,Tauranga Head,12.8,,no,0.318,YES,,100,0.000,,7/1/2005 9:07,7/1/2005 18:28,,7/1/2005 23:02,7/2/2005 8:23,,0.19,0.97,0.58,4.57,23.27,13.92,1.34,18:42:00,0.78,1.27,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c17-1,Haustrum haustorium,Check datasheets,22.0,Siphonaria australis,EPFS & ?Lighthouse Reef,6.5,,no,0.015,NO,,100,0.000,,7/1/2005 9:07,7/1/2005 18:28,,7/1/2005 23:02,7/2/2005 8:23,,0.19,0.97,0.58,4.57,23.27,13.92,1.34,18:42:00,0.78,1.27,0
0,1,1,1,0,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,19.0,c22-1,Haustrum haustorium,Check datasheets,22.6,Haustrum scobina,Tauranga Head,13.5,,no,0.266,YES,,100,0.000,,6/29/2005 10:15,6/29/2005 11:14,,7/1/2005 23:08,7/2/2005 8:30,,2.50,2.93,2.71,59.90,70.25,65.07,0.16,10:21:00,0.43,2.27,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.0,c13-1,Haustrum haustorium,Check datasheets,34.9,Haustrum scobina,Tauranga Head,15.4,,no,0.657,YES,,100,0.000,,7/1/2005 8:52,7/1/2005 18:37,,7/1/2005 23:08,7/2/2005 8:30,,0.19,0.98,0.59,4.52,23.63,14.08,1.36,19:07:00,0.80,1.24,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c2-1,Haustrum haustorium,Check datasheets,28.6,Haustrum scobina,Tauranga Head,13.1,,no,0.242,YES,,100,0.000,,6/30/2005 15:48,7/1/2005 9:07,,7/2/2005 8:23,7/2/2005 9:23,,0.97,1.73,1.35,23.27,41.58,32.43,0.56,18:19:00,0.76,1.29,0
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-HighTemp,Aerated,18.0,c18-1,Haustrum haustorium,Check datasheets,44.1,Haustrum scobina,Tauranga Head,16.4,,no,0.641,YES,,100,0.000,,7/1/2005 8:52,7/1/2005 18:37,,7/2/2005 12:30,7/2/2005 13:44,,0.75,1.20,0.97,17.88,28.87,23.38,0.47,10:59:00,0.46,2.14,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.0,c2-1,Haustrum haustorium,Check datasheets,30.1,Haustrum scobina,Tauranga Head,13.2,,no,0.306,YES,,50,,,7/1/2005 11:08,7/2/2005 8:30,,7/2/2005 13:44,7/2/2005 14:33,,0.22,1.14,0.68,5.23,27.42,16.33,1.36,22:11:00,0.92,1.07,0
1,1,1,1,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.0,c20-1,Haustrum haustorium,Check datasheets,21.4,Patelloida corticata,?Lighthouse Reef,8.3,,no,0.030,NO,,100,0.000,,7/1/2005 23:08,7/2/2005 8:30,,7/2/2005 13:44,7/2/2005 14:33,,0.61,0.64,0.63,14.60,15.42,15.01,0.05,10:11:00,0.42,2.30,0
0,0,0,1,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.0,c19-1,Haustrum haustorium,Check datasheets,23.7,Patelloida corticata,?Lighthouse Reef,8.3,,no,0.028,NO,,100,0.000,,7/2/2005 9:28,7/2/2005 10:36,,7/2/2005 14:33,7/2/2005 15:37,,0.16,0.26,0.21,3.95,6.15,5.05,0.44,2:12:00,0.09,9.84,1
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-HighTemp,Aerated,18.0,c16-1,Haustrum haustorium,Check datasheets,33.8,Haustrum scobina,Tauranga Head,16.3,,no,0.503,YES,,100,0.000,,7/1/2005 8:52,7/1/2005 18:37,,7/2/2005 18:23,7/2/2005 20:02,,0.99,1.47,1.23,23.77,35.17,29.47,0.39,11:24:00,0.47,2.06,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.0,c8-1,Haustrum haustorium,Check datasheets,24.0,Siphonaria australis,EPFS & ?Lighthouse Reef,10.5,,no,0.084,NO,,97,0.001,,7/1/2005 23:08,7/2/2005 8:30,,7/2/2005 20:02,7/2/2005 23:17,,0.48,1.01,0.74,11.53,24.15,17.84,0.71,12:37:00,0.53,1.87,0
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-HighTemp,Aerated,18.0,c15-1,Haustrum haustorium,Check datasheets,35.9,Haustrum scobina,Tauranga Head,14.6,,no,0.425,YES,,100,0.000,,7/2/2005 9:28,7/2/2005 10:36,,7/2/2005 20:02,7/2/2005 23:17,,0.39,0.58,0.48,9.43,13.82,11.63,0.38,4:23:00,0.18,5.19,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-LowTemp,Aerated,10.0,c20-1,Haustrum haustorium,Check datasheets,29.7,Patelloida corticata,?Lighthouse Reef,5.3,,no,0.008,NO,,100,0.000,,7/2/2005 23:11,7/3/2005 6:15,,7/2/2005 23:11,7/3/2005 6:15,,0.00,0.29,0.15,0.00,7.07,3.53,2.00,14:08:00,0.59,1.67,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c27-1,Haustrum haustorium,Check datasheets,27.1,Haustrum scobina,Tauranga Head,12.2,,no,0.197,YES,,100,0.000,,6/30/2005 3:48,7/1/2005 9:07,,7/2/2005 23:15,7/3/2005 6:20,,1.59,3.11,2.35,38.13,74.53,56.33,0.65,36:24:00,1.52,0.66,0
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c2-1,Haustrum haustorium,Check datasheets,28.6,Haustrum scobina,Tauranga Head,12.3,,no,0.234,YES,,100,0.000,,7/2/2005 8:23,7/2/2005 9:23,,7/2/2005 23:15,7/3/2005 6:20,,0.58,0.91,0.75,13.87,21.95,17.91,0.45,8:05:00,0.34,2.88,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c14-1,Haustrum haustorium,Check datasheets,26.4,Siphonaria australis,EPFS & ?Lighthouse Reef,7.7,,no,0.032,NO,,100,0.000,,7/2/2005 17:35,7/2/2005 18:20,,7/2/2005 23:15,7/3/2005 6:20,,0.20,0.53,0.37,4.92,12.75,8.83,0.89,7:50:00,0.33,2.97,0
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-HighTemp,Aerated,18.0,c23-1,Haustrum haustorium,Check datasheets,24.7,Haustrum scobina,Tauranga Head,11.9,,no,0.239,YES,,100,0.000,,7/1/2005 8:52,7/1/2005 18:37,,7/2/2005 23:17,7/3/2005 6:23,,1.19,1.90,1.55,28.67,45.52,37.09,0.45,16:51:00,0.70,1.40,0
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-HighTemp,Aerated,18.5,c6-1,Haustrum haustorium,Check datasheets,30.2,Haustrum scobina,Tauranga Head,16.8,,no,0.850,YES,,50,,,6/30/2005 15:52,7/1/2005 8:52,,7/3/2005 6:23,7/3/2005 7:12,,1.90,2.64,2.27,45.52,63.33,54.43,0.33,17:49:00,0.74,1.33,0
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-HighTemp,Aerated,18.0,c7-1,Haustrum haustorium,Check datasheets,30.1,Haustrum scobina,Tauranga Head,15.5,,no,0.265,YES,,100,0.000,,7/1/2005 23:08,7/2/2005 8:30,,7/3/2005 7:12,7/3/2005 10:28,,0.95,1.47,1.21,22.70,35.33,29.02,0.44,12:38:00,0.53,1.86,0
0,0,1,1,0,0,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c1-1,Haustrum haustorium,Check datasheets,33.9,Haustrum scobina,Tauranga Head,14.8,,no,0.272,NO,,100,0.000,,7/1/2005 18:28,7/1/2005 23:02,,7/3/2005 10:26,7/3/2005 18:02,,1.47,1.98,1.73,35.40,47.57,41.48,0.29,12:10:00,0.51,1.93,0
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c20-1,Haustrum haustorium,Check datasheets,23.1,Haustrum scobina,Tauranga Head,11.0,,no,0.110,YES,,100,0.000,,7/1/2005 23:02,7/2/2005 8:23,,7/3/2005 10:26,7/3/2005 18:02,,1.09,1.79,1.44,26.05,43.00,34.52,0.49,16:57:00,0.71,1.40,0
0,0,1,1,0,0,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c13-1,Haustrum haustorium,Check datasheets,27.2,Haustrum scobina,Tauranga Head,11.3,,no,0.236,YES,,100,0.000,,7/2/2005 6:20,7/2/2005 7:58,,7/3/2005 10:26,7/3/2005 18:02,,1.10,1.49,1.30,26.47,35.70,31.08,0.30,9:14:00,0.38,2.53,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.0,c4-1,Haustrum haustorium,Check datasheets,29.8,Haustrum scobina,Tauranga Head,12.5,,no,0.226,YES,,100,0.000,,7/2/2005 20:02,7/2/2005 23:17,,7/3/2005 10:28,7/3/2005 18:06,,0.47,0.92,0.69,11.18,22.07,16.63,0.65,10:53:00,0.45,2.16,0
1,1,1,1,1,1,1,1,2005,H-Times-TopLab-LowTemp,Aerated,10.0,c2-1,Haustrum haustorium,Check datasheets,25.8,Haustrum scobina,Tauranga Head,14.8,,no,0.403,YES,,60,,digestive not eaten,6/29/2005 21:32,6/29/2005 23:10,,7/3/2005 19:40,7/3/2005 20:48,,3.85,3.97,3.91,92.50,95.27,93.88,0.03,2:46:00,0.12,7.98,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c19-1,Haustrum haustorium,Check datasheets,35.3,Haustrum scobina,Tauranga Head,14.3,,no,0.295,NO,,100,0.000,,7/3/2005 7:10,7/3/2005 10:26,,7/3/2005 21:53,7/4/2005 6:48,,0.48,0.98,0.73,11.45,23.63,17.54,0.69,12:11:00,0.51,1.93,0
0,1,1,1,0,1,1,1,2005,H-Times-TopLab-LowTemp,Aerated,10.0,c3-1,Haustrum haustorium,Check datasheets,23.6,Haustrum scobina,Tauranga Head,12.4,,no,0.263,YES,,95,,some digestive not eaten,6/29/2005 23:10,6/30/2005 8:33,,7/4/2005 7:43,7/4/2005 10:14,,3.97,4.46,4.21,95.17,107.07,101.12,0.12,11:54:00,0.50,1.98,0
0,1,1,1,0,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.0,c2-1,Haustrum haustorium,Check datasheets,30.1,Haustrum scobina,Tauranga Head,,,no,,no,,,,lost assignment - no leps size,7/2/2005 20:02,7/2/2005 23:17,,7/4/2005 7:48,7/4/2005 10:20,,1.35,1.60,1.48,32.52,38.30,35.41,0.16,5:47:00,0.24,3.98,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.5,c13-1,Haustrum haustorium,Check datasheets,34.9,Haustrum scobina,Tauranga Head,13.8,,no,0.248,NO,,100,0.000,,7/3/2005 7:12,7/3/2005 10:28,,7/4/2005 10:04,7/5/2005 7:27,,0.98,2.01,1.50,23.60,48.25,35.92,0.69,24:39:00,1.03,0.96,0
1,1,1,1,1,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c25-1,Haustrum haustorium,Check datasheets,28.4,Haustrum scobina,Tauranga Head,14.4,,no,0.522,YES,,100,0.000,,7/2/2005 14:30,7/2/2005 15:34,,7/4/2005 10:17,7/4/2005 11:13,,1.78,1.86,1.82,42.72,44.72,43.72,0.05,2:00:00,0.08,10.71,1
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c14-1,Haustrum haustorium,Check datasheets,26.4,Siphonaria australis,EPFS & ?Lighthouse Reef,13.0,,no,0.295,NO,,90,0.002,,7/3/2005 10:26,7/3/2005 18:02,,7/4/2005 10:17,7/4/2005 11:13,,0.68,1.03,0.85,16.25,24.78,20.52,0.42,8:32:00,0.36,2.74,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.5,c4-1,Haustrum haustorium,Check datasheets,29.8,Haustrum scobina,Tauranga Head,9.7,,no,0.104,YES,,100,0.000,,7/3/2005 21:56,7/4/2005 6:53,,7/4/2005 10:20,7/4/2005 11:17,,0.14,0.56,0.35,3.45,13.35,8.40,1.18,9:54:00,0.41,2.37,0
1,1,1,1,1,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c16-1,Haustrum haustorium,Check datasheets,25.8,Haustrum scobina,Tauranga Head,14.6,,no,0.458,YES,,100,0.000,,7/1/2005 18:23,7/1/2005 23:02,,7/4/2005 11:13,7/4/2005 12:52,,2.51,2.77,2.64,60.18,66.48,63.33,0.10,6:18:00,0.26,3.67,0
1,1,1,1,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.0,c20-1,Haustrum haustorium,Check datasheets,21.4,Patelloida corticata,?Lighthouse Reef,8.4,,yes,0.058,NO,,100,0.000,,7/2/2005 14:33,7/2/2005 15:37,,7/4/2005 11:17,7/4/2005 12:55,,1.82,1.93,1.88,43.67,46.37,45.02,0.06,2:42:00,0.11,8.16,0
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-HighTemp,Aerated,18.5,c16-1,Haustrum haustorium,Check datasheets,33.8,Haustrum scobina,Tauranga Head,13.7,,no,0.403,YES,,100,0.000,,7/3/2005 10:28,7/3/2005 18:06,,7/4/2005 11:17,7/4/2005 12:55,,0.72,1.10,0.91,17.18,26.45,21.82,0.42,9:16:00,0.39,2.52,0
0,1,1,1,0,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.0,c22-1,Haustrum haustorium,Check datasheets,22.6,Haustrum scobina,Tauranga Head,14.8,,no,0.359,YES,,100,0.000,,7/1/2005 23:08,7/2/2005 8:30,,7/4/2005 13:42,7/4/2005 14:47,,2.22,2.65,2.43,53.20,63.65,58.43,0.18,10:27:00,0.44,2.25,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c5-1,Haustrum haustorium,Check datasheets,42.9,Haustrum scobina,Tauranga Head,16.9,,no,0.658,YES,,100,0.000,,7/3/2005 21:53,7/4/2005 6:48,,7/4/2005 15:50,7/4/2005 17:01,,0.38,0.80,0.59,9.03,19.13,14.08,0.72,10:06:00,0.42,2.32,0
0,1,1,1,0,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.5,c8-1,Haustrum haustorium,Check datasheets,24.0,Siphonaria australis,EPFS & ?Lighthouse Reef,12.3,,no,0.164,NO,,90,0.003,"observed NOT on prey at 6:53 am 7/4/05, resumed though",7/3/2005 7:12,7/3/2005 10:28,,7/4/2005 15:53,7/4/2005 17:04,,1.23,1.41,1.32,29.42,33.87,31.64,0.14,4:27:00,0.19,5.12,0
1,1,1,1,1,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c4-1,Haustrum haustorium,Check datasheets,22.1,Haustrum scobina,Tauranga Head,13.0,,no,0.370,YES,,95,,some digest left,7/2/2005 18:20,,yes,7/4/2005 17:01,7/4/2005 18:19,,1.95,2.00,1.97,46.68,47.98,47.33,0.03,1:18:00,0.05,15.58,1
1,1,1,1,1,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c17-1,Haustrum haustorium,Check datasheets,22.0,Siphonaria australis,EPFS & ?Lighthouse Reef,12.8,,no,0.132,NO,,50,0.018,"hole in shell, from tweezers?, don't think it was drilled",7/2/2005 13:38,7/2/2005 14:30,,7/4/2005 20:24,7/4/2005 22:00,,2.25,2.35,2.30,53.90,56.37,55.13,0.04,2:28:00,0.10,8.87,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.5,c7-1,Haustrum haustorium,Check datasheets,30.1,Haustrum scobina,Tauranga Head,14.1,,no,0.305,YES,,100,0.000,,7/3/2005 21:56,7/4/2005 6:53,,7/4/2005 20:28,7/4/2005 22:04,,0.57,1.01,0.79,13.58,24.13,18.86,0.56,10:33:00,0.44,2.22,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-LowTemp,Aerated,10.5,c20-1,Haustrum haustorium,Check datasheets,29.7,Patelloida corticata,?Lighthouse Reef,7.7,,no,0.022,NO,,100,0.000,,7/4/2005 13:38,7/4/2005 14:47,,7/4/2005 21:57,7/5/2005 7:19,,0.30,0.74,0.52,7.17,17.68,12.42,0.85,10:31:00,0.44,2.23,0
0,1,1,1,0,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c22-1,Haustrum haustorium,Check datasheets,28.4,Haustrum scobina,Tauranga Head,15.2,,no,0.550,YES,,100,0.000,,7/2/2005 12:27,7/2/2005 13:38,,7/4/2005 22:00,7/5/2005 7:23,,2.35,2.79,2.57,56.37,66.93,61.65,0.17,10:34:00,0.44,2.22,0
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c2-1,Haustrum haustorium,Check datasheets,28.6,Haustrum scobina,Tauranga Head,12.5,,no,0.251,YES,,100,0.000,,7/3/2005 10:26,7/3/2005 18:02,,7/4/2005 22:00,7/5/2005 7:23,,1.17,1.87,1.52,27.97,44.95,36.46,0.47,16:59:00,0.71,1.39,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c13-1,Haustrum haustorium,Check datasheets,27.2,Haustrum scobina,Tauranga Head,12.8,,no,0.275,YES,,100,0.000,,7/3/2005 21:53,7/4/2005 6:48,,7/4/2005 22:00,7/5/2005 7:23,,0.63,1.40,1.01,15.20,33.50,24.35,0.75,18:18:00,0.76,1.29,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c19-1,Haustrum haustorium,Check datasheets,35.3,Haustrum scobina,Tauranga Head,13.4,,no,0.349,YES,,100,0.000,,7/4/2005 11:13,7/4/2005 12:52,,7/4/2005 22:00,7/5/2005 7:23,,0.38,0.84,0.61,9.13,20.17,14.65,0.75,11:02:00,0.46,2.13,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c14-1,Haustrum haustorium,Check datasheets,26.4,Siphonaria australis,EPFS & ?Lighthouse Reef,7.8,,no,0.026,NO,,100,0.000,,7/4/2005 18:19,7/4/2005 20:24,,7/4/2005 22:00,7/5/2005 7:23,,0.07,0.54,0.31,1.60,13.07,7.33,1.56,11:28:00,0.48,2.05,0
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-HighTemp,Aerated,18.5,c23-1,Haustrum haustorium,Check datasheets,24.7,Haustrum scobina,Tauranga Head,11.5,,no,0.192,YES,,100,0.000,,7/3/2005 7:12,7/3/2005 10:28,,7/4/2005 22:04,7/5/2005 7:27,,1.48,2.01,1.75,35.60,48.25,41.92,0.30,12:39:00,0.53,1.86,0
0,0,0,0,0,0,0,0,2005,H-Times-TopLab-HighTemp,Aerated,18.5,c8-1,Haustrum haustorium,Check datasheets,24.0,Siphonaria australis,EPFS & ?Lighthouse Reef,8.3,,no,0.038,NO,,100,0.000,,7/4/2005 15:53,7/4/2005 17:04,,7/4/2005 22:04,7/5/2005 7:27,,0.21,0.65,0.43,5.00,15.57,10.28,1.03,10:34:00,0.44,2.22,0
0,0,0,1,0,0,0,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c12-1,Haustrum haustorium,Check datasheets,44.3,Haustrum scobina,Tauranga Head,18.4,,no,1.212,YES,,98,0.000,some digest. Left,7/3/2005 21:53,7/4/2005 6:48,,7/5/2005 8:09,7/5/2005 10:41,,1.06,1.53,1.29,25.35,36.80,31.08,0.37,11:27:00,0.48,2.05,0
0,1,1,1,0,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.5,c15-1,Haustrum haustorium,Check datasheets,35.9,Haustrum scobina,Tauranga Head,16.1,,no,0.745,YES,,99,0.000,some tissue on operc left,7/3/2005 7:12,7/3/2005 10:28,,7/5/2005 8:11,7/5/2005 10:44,,1.90,2.15,2.03,45.72,51.53,48.62,0.12,5:49:00,0.24,3.96,0
1,1,1,1,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.5,c1-1,Haustrum haustorium,Check datasheets,31.7,Haustrum scobina,Tauranga Head,18.1,,no,0.928,YES,,100,0.000,,7/3/2005 7:12,7/3/2005 10:28,,7/5/2005 12:35,7/5/2005 13:40,,2.09,2.27,2.18,50.12,54.47,52.29,0.08,4:21:00,0.18,5.23,0
1,1,1,1,1,1,1,1,2005,H-Times-TopLab-HighTemp,Aerated,18.5,c20-1,Haustrum haustorium,Check datasheets,21.4,Patelloida corticata,?Lighthouse Reef,8.2,,no,0.026,NO,,100,0.000,,7/4/2005 11:17,7/4/2005 12:55,,7/5/2005 17:19,7/5/2005 18:19,,1.18,1.29,1.24,28.40,31.03,29.72,0.09,2:38:00,0.11,8.35,0
1,1,1,1,1,1,1,1,2005,H-Times-TopLab-LowTemp,Aerated,10.0,c11-1,Haustrum haustorium,Check datasheets,34.0,Haustrum scobina,Tauranga Head,16.5,,no,0.644,YES,,100,0.000,,7/2/2005 9:21,7/2/2005 10:29,,7/5/2005 18:15,7/5/2005 21:13,,3.32,3.49,3.41,79.77,83.87,81.82,0.05,4:06:00,0.17,5.53,0
1,1,1,1,1,1,1,1,2005,H-Times-TopLab-MidTemp,Aerated,14.5,c1-1,Haustrum haustorium,Check datasheets,33.9,Haustrum scobina,Tauranga Head,12.0,,no,0.205,YES,,100,0.000,possible fuckup with number assignment - Leps size and weight initially written down as Cont # 2-1,7/4/2005 17:01,7/4/2005 18:19,,7/5/2005 21:17,7/5/2005 22:23,,1.12,1.22,1.17,26.97,29.37,28.17,0.09,2:24:00,0.10,9.09,1
